id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
ADAM21	4.07846487	6.6610212484	1.4959084917	0.2245764479	-2.1547214593	0.061566569	0.1919235969
ADAM22	6.2151987972	11.3265032414	1.103894353	0.0974611784	-3.3590285237	0.0025332303	0.0171986511
ADAM23	29.4469320447	56.9464191583	1.9474449311	0.034197847	-4.8699506887	7.12879018444396e-05	0.0009155863
ADAM28	24.0143275482	24.5782675364	23.45038756	0.9541106803	-0.0677714611	0.9108169468	0.9800934844
ADAM29	0.0417629474	0.0620234388	0.021502456	0.3466827447	-1.5283120632	0.7649254768	0.8946302316
ADAM2	0	0	0	NA	NA	NA	NA
ADAM30	0.0582667861	0.0960988223	0.02043475	0.2126430841	-2.2334941604	0.4868542329	0.7078358371
ADAM32	3.716494561	7.2344003614	0.1985887607	0.027450618	-5.1870175609	0.0202404722	0.0858181842
ADAM33	10.9404143987	11.5665246024	10.3143041949	0.89173754	-0.1653089425	0.8760580262	0.9605560299
ADAM3A	0	0	0	NA	NA	NA	NA
ADAM5P	0.0400468101	0.0800936203	0	0	-Inf	0.4942322293	0.7130197257
ADAM6	12234.5749504095	5722.758934409	18746.3909664099	3.2757610763	1.7118301352	7.02925148244814e-06	0.0001234293
ADAM7	0	0	0	NA	NA	NA	NA
ADAM8	116.4738227912	101.6134779565	131.3341676258	1.2924876726	0.3701505205	0.4308206002	0.6581584938
ADAM9	736.5430273498	950.7754976585	522.3105570412	0.5493521429	-0.8641968602	0.0001151469	0.0013820642
ADAMDEC1	24.2812837348	34.5062215007	14.0563459688	0.4073568579	-1.2956348985	0.2728486333	0.5045863009
ADAMTS10	143.3836594092	176.4284117314	110.3389070869	0.6254032783	-0.6771413131	0.1159648993	0.2939190655
ADAMTS12	23.0055810421	28.0482851898	17.9628768944	0.64042692	-0.6428941429	0.404178283	0.6339076026
ADAMTS13	681.4521835792	141.5905821652	1221.3137849931	8.6256710462	3.1086366976	5.25106903980644e-36	4.6228502346805e-33
ADAMTS14	14.0563865442	17.6512650482	10.4615080402	0.5926775226	-0.7546807507	0.3750821074	0.6076027335
ADAMTS15	7.3814904335	6.6816842507	8.0812966162	1.2094699948	0.2743749786	0.7944975733	0.9121381361
ADAMTS16	94.9132673781	185.4500612487	4.3764735075	0.0235992023	-5.4051180968	0.0010806246	0.0087681344
ADAMTS17	243.9819359629	317.8627901974	170.1010817283	0.5351399628	-0.9020118253	0.1517609197	0.3511715045
ADAMTS18	2.3406299269	4.1680311327	0.5132287211	0.12313457	-3.0216922403	0.0172284793	0.0759229096
ADAMTS19	0.0619918433	0.1239836865	0	0	-Inf	0.3820226982	0.6141431362
ADAMTS1	1389.6218232327	738.9080749055	2040.3355715599	2.761284713	1.4653396503	1.75052543902425e-09	7.2599950113537e-08
ADAMTS20	0.3913035772	0.7826071543	0	0	-Inf	0.0048909718	0.0288454148
ADAMTS2	221.6593867781	144.9271967911	298.3915767652	2.0589067019	1.0418784566	0.0038609144	0.0239596894
ADAMTS3	13.632109684	17.2340463962	10.0301729719	0.5819975612	-0.7809149872	0.3943163778	0.6254294985
ADAMTS4	642.008312098	548.1718612983	735.8447628977	1.3423614287	0.4247731672	0.206519693	0.4287109768
ADAMTS5	137.4337774957	162.8387240119	112.0288309796	0.6879741392	-0.5395737595	0.2047233078	0.4264445069
ADAMTS6	9.45755107	11.596448952	7.318653188	0.6311115772	-0.6640330063	0.4634930346	0.6866773575
ADAMTS7	75.7877874885	104.7188849669	46.8566900102	0.447452148	-1.1601946909	0.0361911007	0.1306278863
ADAMTS8	5.8633216342	5.0647333611	6.6619099072	1.3153525432	0.3954495251	0.7115799758	0.8604533291
ADAMTS9	259.8197919809	349.7575974472	169.8819865147	0.4857134992	-1.041822512	0.0012408299	0.0097692657
ADAMTSL1	63.517654686	60.0285959747	67.0067133972	1.116246554	0.1586557215	0.8014909106	0.9162526012
ADAMTSL2	1173.9232835979	648.4312553952	1699.4153118006	2.6208102982	1.390012931	5.78031101744712e-11	3.13594016207047e-09
ADAMTSL3	599.3219797556	462.6556854316	735.9882740797	1.5907905106	0.6697438613	0.0052175925	0.0303193315
ADAMTSL4	1472.7573577127	1513.5671007802	1431.9476146452	0.9460747488	-0.0799739204	0.7375797359	0.8778617541
ADAMTSL5	98.73444791	134.5796305703	62.8892652498	0.467301515	-1.0975743805	0.0298545626	0.1141830901
ADAP1	146.3547399155	142.6295171598	150.0799626712	1.0522363509	0.0734587959	0.9122578447	0.9808249702
ADAP2	241.2457548201	185.7639348998	296.7275747405	1.5973368291	0.6756685648	0.0497953562	0.1650019606
ADARB1	269.6640212239	267.6475641765	271.6804782713	1.0150680022	0.0215763808	0.95021365	1
ADARB2	4.2511203364	4.4851839969	4.017056676	0.8956280676	-0.1590283541	0.9048132685	0.9761278552
ADAR	7114.7985799373	8507.8037683638	5721.7933915108	0.672534716	-0.5723193538	0.0045191527	0.0271569811
ADAT1	133.5687783465	146.970371813	120.1671848799	0.8176286376	-0.290482367	0.5019222317	0.7194662446
ADAT2	69.9654834664	79.5871028756	60.3438640572	0.758211593	-0.3993275794	0.4783676177	0.7007731185
ADAT3	56.588643191	57.4308274776	55.7464589045	0.9706713511	-0.0429451827	0.9696152215	1
ADA	142.2489409337	185.1542298665	99.343652001	0.536545409	-0.8982278202	0.0418507387	0.1447696207
ADCK1	186.3784492249	233.2681096889	139.488788761	0.5979762469	-0.7418399167	0.0602446736	0.1892343235
ADCK2	703.011958612	862.3772407517	543.6466764724	0.6304047124	-0.6656497755	0.0037193977	0.0232528388
ADCK4	692.8013972447	702.1379263035	683.4648681859	0.9734054273	-0.0388872764	0.8736467034	0.9592824917
ADCK5	262.9365701666	337.4384918776	188.4346484556	0.5584266555	-0.8405602872	0.0139784097	0.0647378861
ADCY10	69.9697031222	68.6590820853	71.2803241591	1.0381776452	0.054053328	0.8904767448	0.9680144537
ADCY1	741.5189506893	505.6045961787	977.4333052	1.933197033	0.9509886857	0.007880288	0.0419646464
ADCY2	2.0598559356	3.9787634413	0.14094843	0.0354251848	-4.8190808124	0.16123066	0.3654008218
ADCY3	256.5378827032	320.4312923978	192.6444730087	0.6012036826	-0.7340742486	0.147359806	0.3447091552
ADCY4	93.5656962836	117.548813962	69.5825786051	0.5919462414	-0.7564619339	0.1461838489	0.3428955777
ADCY5	78.0666128522	68.5412037888	87.5920219156	1.2779469439	0.3538279417	0.5394622098	0.7482747802
ADCY6	674.9694405092	937.2490637772	412.6898172412	0.4403203302	-1.1833746378	3.37745180519422e-07	8.4514840520674e-06
ADCY7	202.3365897575	199.2274568294	205.4457226857	1.031211892	0.0443408061	0.9182048993	0.9838889344
ADCY8	37.5674329674	71.7997241136	3.3351418212	0.0464506217	-4.4281582846	0.0308744134	0.1170206731
ADCY9	1328.6985800554	1389.9446097204	1267.4525503904	0.9118727045	-0.1330956536	0.5300546008	0.741173265
ADCYAP1R1	0.8630310728	0.7940643695	0.9319977761	1.1737055734	0.2310705506	0.9094907604	0.9792104646
ADCYAP1	8.9494333873	6.9009204345	10.9979463402	1.593692674	0.6723734484	0.4917923246	0.7111949334
ADC	35.4162002305	43.4741175296	27.3582829314	0.6293004778	-0.6681790567	0.339192114	0.5744922882
ADD1	3881.3293420672	4125.9507495611	3636.7079345734	0.8814230114	-0.1820935332	0.343395723	0.5787407208
ADD2	4.7987874227	4.6629803356	4.9345945098	1.0582490499	0.0816791934	0.9339723323	0.991024825
ADD3	751.479793368	680.1048752279	822.8547115082	1.2098938583	0.2748804881	0.2459531452	0.4740488719
ADH1A	30916.7756786242	12738.8457104726	49094.7056467757	3.8539367508	1.9463328949	9.50506430822808e-15	1.04598912228274e-12
ADH1B	125047.233224802	63726.5923362748	186367.874113329	2.9244914451	1.5481857688	1.93886409170182e-06	3.96117296709714e-05
ADH1C	26648.3809233868	11910.1608054887	41386.6010412849	3.4748985943	1.7969708772	1.10629744262497e-13	1.01548667624457e-11
ADH4	52794.752612304	15246.0550460456	90343.4501785624	5.9256935585	2.5669840206	2.8085282620167e-19	5.72585003986731e-17
ADH5	6495.6769099316	5528.3499869413	7463.0038329218	1.3499514051	0.4329074748	0.023694557	0.0960879774
ADH6	12163.8030040734	6348.4449937138	17979.161014433	2.8320574617	1.5018505376	1.21219463270451e-12	8.79317814465207e-11
ADH7	6.4102055373	7.5475129167	5.2728981579	0.6986272453	-0.5174051883	0.685379092	0.84468083
ADHFE1	1165.1222664075	835.542643101	1494.701889714	1.7888995877	0.8390724101	5.14040735378823e-05	0.0006918653
ADI1	17537.0255334686	12270.9418937901	22803.1091731471	1.8583014548	0.8939845556	3.80753139801189e-05	0.0005347663
ADIG	1.4290282269	2.5444243803	0.3136320735	0.1232624856	-3.0201943064	0.0310182547	0.1174279821
ADIPOQ	25.8792645739	51.6770586395	0.0814705084	0.0015765315	-9.3090303314	0.0492621379	0.1638236755
ADIPOR1	3709.1162219176	4208.1214239175	3210.1110199178	0.7628370706	-0.3905531407	0.0453632597	0.1537156381
ADIPOR2	4613.9664422496	3776.3861245242	5451.5467599749	1.4435882826	0.5296593383	0.0066256285	0.0365445899
ADK	1258.494201935	766.8153046291	1750.1730992408	2.2823919771	1.1905465808	9.33086040183128e-09	3.37164373624381e-07
ADM2	297.1829165702	489.5843779633	104.7814551771	0.214021239	-2.2241741211	9.98670949970925e-11	5.24180459594495e-09
ADM	973.541770249	685.2620235686	1261.8215169293	1.8413708531	0.8807802155	0.0111012348	0.0540087203
ADNP2	359.2853538845	389.5282996458	329.0424081233	0.8447201613	-0.24345461	0.3752080205	0.6076658466
ADNP	1183.8091539279	1319.3969301465	1048.2213777093	0.7944700747	-0.3319352162	0.0911886232	0.2495254668
ADORA1	50.6212090131	72.7369054178	28.5055126084	0.3918988916	-1.3514466025	0.0377450054	0.1345317013
ADORA2A	141.6969525728	151.6014743462	131.7924307994	0.8693347566	-0.2020162692	0.6445331275	0.8200317683
ADORA2B	15.8173756311	18.1583571149	13.4763941473	0.7421593298	-0.4301991511	0.6047292925	0.7908744542
ADORA3	112.2243195977	53.0924163055	171.3562228899	3.2275084619	1.690420878	0.0004398555	0.004232052
ADO	356.7042019048	309.8370310599	403.5713727498	1.302527885	0.3813142585	0.1899443052	0.4072530816
ADPGK	611.4678469505	605.4923569359	617.443336965	1.0197376233	0.028197997	0.9258491611	0.9864587167
ADPRHL1	95.8586700299	141.8377509483	49.8795891115	0.3516665259	-1.5077200795	0.0100074362	0.050028344
ADPRHL2	615.2382551519	651.641087124	578.8354231799	0.888273368	-0.1709243576	0.4866620625	0.7078358371
ADPRH	154.106794205	154.3784184439	153.835169966	0.9964810594	-0.0050857115	0.9937849559	1
ADRA1A	458.6667367053	107.299875443	810.0335979675	7.5492501238	2.9163333469	5.39235237538826e-26	2.38092011349618e-23
ADRA1B	240.3284504039	118.7039405963	361.9529602115	3.0492076202	1.6084343866	4.71142155328262e-06	8.61669618923302e-05
ADRA1D	17.665665796	29.8636101802	5.4677214118	0.1830897664	-2.4493769393	0.0084305892	0.0441307167
ADRA2A	88.3649383135	126.1361981087	50.5936785183	0.4011035633	-1.3179533123	0.0374554201	0.1337950161
ADRA2B	143.9375631188	57.1581130253	230.7170132123	4.0364700827	2.0130941989	4.12865118674325e-06	7.69621907457587e-05
ADRA2C	93.7628618997	171.7136523683	15.8120714311	0.0920839503	-3.4409064649	0.0001198023	0.0014305367
ADRB1	29.0188027514	22.594486791	35.4431187118	1.5686622599	0.649534767	0.35881643	0.5925537205
ADRB2	299.3248289353	211.0526940735	387.5969637971	1.8364937984	0.8769540243	0.0062019874	0.0346967339
ADRB3	0.7491600115	1.4352212515	0.0630987715	0.0439644908	-4.5075174294	0.2300368534	0.4554230937
ADRBK1	1628.0025081581	1662.3998208574	1593.6051954588	0.9586172806	-0.0609731479	0.7656543514	0.8949962869
ADRBK2	332.8510983234	443.8791630685	221.8230335783	0.4997374331	-1.0007578068	0.0061870871	0.0346333825
ADRM1	3209.6965997258	3414.7480509938	3004.6451484578	0.8799024419	-0.1845845193	0.355670302	0.5899513122
ADSL	988.0614626547	1148.9505158667	827.1724094426	0.7199373672	-0.4740566938	0.0268113372	0.1057170153
ADSSL1	456.8192297841	421.3493441055	492.2891154626	1.1683633127	0.2244889625	0.3908997522	0.6224059849
ADSS	789.0545010534	867.583700796	710.5253013107	0.8189703203	-0.2881169258	0.1778842667	0.3900966913
AEBP1	3700.4854687372	5290.4370907909	2110.5338466835	0.3989337385	-1.3257789553	0.3805507817	0.6125754273
AEBP2	359.0069793927	325.1247314731	392.8892273122	1.2084261493	0.2731293083	0.3687557425	0.6017320976
AEN	632.1947573873	707.4266229683	556.9628918063	0.7873083564	-0.344999304	0.1362604897	0.3267952975
AES	7099.8089249412	7105.6919374023	7093.9259124801	0.9983441409	-0.0023908798	0.9952314872	1
AFAP1L1	213.9860550825	258.6425206547	169.3295895102	0.6546858153	-0.6111253736	0.0895699188	0.2468398105
AFAP1L2	75.3746118731	69.2559908241	81.4932329222	1.1766957913	0.2347413916	0.6925219942	0.8495111555
AFAP1	214.6546731586	279.8798044348	149.4295418825	0.5339061251	-0.9053419948	0.0104901609	0.0517771243
AFARP1	8.8467972523	6.1752579565	11.5183365481	1.8652397405	0.8993610729	0.3426011355	0.577803796
AFF1	1557.3955340116	1339.8369192543	1774.9541487689	1.3247538736	0.4057243458	0.0480661188	0.1610073656
AFF2	10.6172476981	20.0464933382	1.188002058	0.0592623377	-4.0767406527	0.0007801364	0.0067484062
AFF3	245.1008337994	280.5521166557	209.6495509431	0.7472748858	-0.4202890574	0.1890479106	0.4063344725
AFF4	2668.9477209406	2159.395431418	3178.5000104632	1.4719397681	0.5577186374	0.0047114714	0.0280602022
AFG3L1	108.633370425	117.5514212575	99.7153195925	0.8482697914	-0.2374049093	0.6161721572	0.7986709059
AFG3L2	1902.1073678536	1833.3621103285	1970.8526253788	1.0749936493	0.1043281368	0.6055466067	0.7914285127
AFMID	2870.0507739537	2513.4803650066	3226.6211829007	1.2837264328	0.3603377912	0.0531724395	0.1732875076
AFM	9703.8593251253	3814.1614738037	15593.5571764469	4.0883316775	2.0315122437	7.30751125961512e-22	2.17741350886501e-19
AFP	238.0527130596	360.5074296429	115.5979964764	0.320653576	-1.6409125985	0.0171621476	0.0757167366
AFTPH	1170.7297235718	1148.3470598362	1193.1123873075	1.0389824027	0.0551712194	0.856156876	0.9504784119
AG2	1184.2504468692	651.2612159037	1717.2396778347	2.6367909464	1.398783194	0.0026575167	0.0178593975
AGAP11	7.5102912374	9.5356972639	5.484885211	0.5751949815	-0.7978770064	0.4441850482	0.6697757093
AGAP1	197.7971979619	245.6896879024	149.9047080215	0.6101383794	-0.7127916117	0.0572099941	0.1822439416
AGAP2	68.7796031684	90.1419095774	47.4172967593	0.5260294238	-0.9267845949	0.1122822359	0.2879917695
AGAP3	1627.687748724	1853.3718197875	1402.0036776605	0.7564610958	-0.4026622073	0.0547125802	0.1770548461
AGAP4	118.2008892834	126.9238756472	109.4779029196	0.8625477465	-0.2133237752	0.6522246309	0.8251677269
AGAP5	14.6003810376	15.4647262222	13.7360358529	0.8882172019	-0.171015583	0.8438686458	0.9425259531
AGAP6	61.8269622289	66.0543253409	57.5995991168	0.8720034429	-0.1975942637	0.7480855314	0.8848726156
AGAP7	5.5914444119	6.4495485793	4.7333402445	0.7339025649	-0.4463395557	0.6797365424	0.8412765897
AGAP8	13.4698459616	15.4977000077	11.4419919155	0.738302581	-0.4377158929	0.6204820116	0.8013460302
AGA	629.3456378747	750.4620285618	508.2292471875	0.6772218018	-0.5622996762	0.2101547387	0.4328372891
AGBL1	0.0104245371	0.0208490741	0	0	-Inf	1	1
AGBL2	39.5770141912	51.7815443721	27.3724840103	0.5286146704	-0.9197116309	0.1722678808	0.3824489128
AGBL3	8.86692508	11.8366610514	5.8971891086	0.4982139036	-1.0051628115	0.3071758897	0.5416025879
AGBL4	12.6890502047	3.2290490855	22.1490513239	6.8593108179	2.7780636304	0.0037622412	0.0234903569
AGBL5	463.8538152695	588.7806432623	338.9269872768	0.5756422042	-0.7967557253	0.0017423853	0.0126581092
AGER	30.0029850957	36.1530551677	23.8529150237	0.6597759142	-0.5999519831	0.4253626684	0.6534801429
AGFG1	1233.7581233932	1360.0320541143	1107.484192672	0.8143074197	-0.2963545472	0.139533798	0.3317567639
AGFG2	2835.1027365057	3087.7466219094	2582.4588511019	0.8363571132	-0.2578090097	0.2148651283	0.4384226512
AGGF1	721.7562536741	775.5472039829	667.9653033654	0.8612825885	-0.2154414285	0.3592468195	0.593050648
AGK	408.226444952	430.3363225923	386.1165673116	0.8972437302	-0.1564281582	0.5501478578	0.7561214668
AGL	1915.2439868086	1186.748909404	2643.7390642133	2.2277156046	1.1555650666	7.29645315211537e-09	2.70723572126764e-07
AGMAT	2200.9125728424	1509.6119274669	2892.2132182179	1.9158653728	0.937996187	2.1026052462391e-06	4.25086204688506e-05
AGPAT1	2183.976396491	2720.4538401733	1647.4989528087	0.6055970987	-0.7235698012	0.0002928322	0.0030216162
AGPAT2	4957.1054072361	3103.0053154876	6811.2054989846	2.1950350729	1.1342439918	1.01767266554497e-08	3.65682452435527e-07
AGPAT3	4037.8125175561	3961.6501932168	4113.9748418954	1.0384497977	0.054431473	0.7672590592	0.8957907926
AGPAT4	85.3212202462	127.2283193563	43.414121136	0.3412300135	-1.5511835477	0.0036676181	0.0230255703
AGPAT5	686.1112788545	731.966342464	640.2562152449	0.87470718	-0.1931279588	0.3983799956	0.6287160003
AGPAT6	2404.5742235766	2732.4507255843	2076.697721569	0.7600128713	-0.3959042432	0.0825796022	0.2335916075
AGPAT9	615.8129068438	396.1405179031	835.4852957845	2.1090629664	1.0766021676	0.0041208764	0.0252084697
AGPHD1	55.1632511559	59.6154211194	50.7110811925	0.8506369701	-0.2333845366	0.7200036204	0.8669731017
AGPS	1290.7832031604	1288.3159243614	1293.2504819595	1.0038302388	0.0055153107	0.9598262355	1
AGR2	423.8510972164	805.2694310832	42.4327633497	0.0526938708	-4.2462210287	0.1556681955	0.3574778346
AGR3	5.1721334873	5.6714011165	4.6728658581	0.8239349963	-0.2793975732	0.7615998888	0.8936925259
AGRN	3793.8866126701	5124.9406261792	2462.832599161	0.4805582696	-1.0572167208	6.01929862345374e-05	0.0007877147
AGRP	3.824390041	7.1461691749	0.5026109071	0.0703329147	-3.8296561835	0.0806021861	0.229878242
AGTPBP1	166.2259570182	163.7945885416	168.6573254948	1.0296880196	0.0422072881	0.9125095589	0.9808249702
AGTR1	1820.4685178643	932.976673053	2707.9603626755	2.9024952508	1.5372937065	2.67792663352559e-14	2.65979913016019e-12
AGTR2	4.9833648497	9.9487626643	0.0179670352	0.0018059568	-9.113020936	0.0665492633	0.2023114318
AGTRAP	480.6654502446	554.8997804955	406.4311199937	0.7324405853	-0.4492163603	0.0765550009	0.2222298047
AGT	87791.0400863134	83198.2766527536	92383.8035198732	1.110405254	0.1510862993	0.6270988073	0.8062698951
AGXT2L1	2563.0062064905	2304.2374770728	2821.7749359083	1.224602483	0.2923135134	0.2441390801	0.4720932212
AGXT2L2	1062.9121803802	808.8242850068	1317.0000757535	1.6282894816	0.7033572086	0.0006163087	0.005542675
AGXT2	2371.8841166193	995.6297570833	3748.1384761554	3.7645906518	1.9124929999	2.00457046086538e-21	5.62674212841171e-19
AGXT	56157.9549072786	36339.014695034	75976.8951195233	2.0907802745	1.0640414534	0.0001006669	0.0012347796
AHCTF1	1082.4848820042	1268.5665456381	896.4032183704	0.7066268785	-0.5009794676	0.0151875785	0.068904432
AHCYL1	3164.1203188493	3069.0422074352	3259.1984302634	1.0619594681	0.0867287038	0.6668886606	0.8339081553
AHCYL2	376.4290187234	394.9224484734	357.9355889734	0.9063439932	-0.1418693811	0.5954818838	0.785486149
AHCY	7886.227595419	8139.1575467662	7633.2976440718	0.9378486164	-0.0925730271	0.6667492109	0.8339081553
AHDC1	411.4974993572	379.4043059587	443.5906927557	1.1691767484	0.2254930434	0.4349005484	0.6608986914
AHI1	109.4973068531	109.6746550999	109.3199586063	0.996765921	-0.0046733507	0.9859180316	1
AHNAK2	86.7186081009	117.3514466984	56.0857695034	0.4779299368	-1.0651289563	0.0399981336	0.1400621681
AHNAK	11575.7477541338	12191.4407698806	10960.054738387	0.8989958566	-0.1536136284	0.4377246487	0.6640122647
AHRR	80.7880764686	151.494417893	10.0817350441	0.0665485579	-3.9094487858	0.078287111	0.225433358
AHR	2786.6028955734	2407.1614227313	3166.0443684155	1.3152605133	0.395348582	0.0448773539	0.152542048
AHSA1	1711.8339356145	1883.2525241814	1540.4153470475	0.8179547497	-0.2899070612	0.1611843811	0.3653426979
AHSA2	202.9793101773	253.0738117438	152.8848086109	0.6041115339	-0.7271131636	0.0514098248	0.1688494974
AHSG	123299.698109581	81047.124546184	165552.271672979	2.0426668139	1.0304539005	0.0014649838	0.0110965221
AHSP	5.0436890664	7.8067970682	2.2805810646	0.2921276222	-1.7753293159	0.4999015654	0.7177769678
AICDA	0.5483825741	0.9627831869	0.1339819613	0.1391610937	-2.8451721724	0.0798367632	0.2284015405
AIDA	1155.4238961888	1329.4324638462	981.4153285314	0.738221275	-0.4378747792	0.0383104178	0.1359165696
