geneSymbol	diseaseName
MC2R	Familial Glucocorticoid Deficiency 1
NEU1	Neuraminidase 1 deficiency
NPHP3	Nephronophthisis 3
PEX7	Rhizomelic chondrodysplasia punctata, type 1
SERPINA6	Corticosteroid-Binding Globulin Deficiency
SH3TC2	Charcot-Marie-Tooth disease, Type 4C
SLC27A4	Ichthyosis prematurity syndrome
SLC40A1	Hemochromatosis, type 4
TBX19	ACTH Deficiency, Isolated
TRPS1	Giedion syndrome
TTN	Distal myopathy Markesbery-Griggs type
ATP6V0A4	Renal tubular acidosis, distal, autosomal recessive
BCS1L	Finnish lethal neonatal metabolic syndrome
CIITA	Bare lymphocyte syndrome 2
COL5A1	Ehlers-Danlos syndrome type 1
FBLN5	Cutis Laxa, Autosomal Recessive, Type I
GUCY2D	Retinal cone dystrophy 2
HADHB	Trifunctional Protein Deficiency
KRT4	Leukokeratosis, Hereditary Mucosal
LIG4	LIG4 Syndrome
MC2R	Familial Glucocorticoid Deficiency 1
NEU1	Neuraminidase 1 deficiency
NPHP3	Nephronophthisis 3
PEX7	Rhizomelic chondrodysplasia punctata, type 1
SERPINA6	Corticosteroid-Binding Globulin Deficiency
SH3TC2	Charcot-Marie-Tooth disease, Type 4C
SLC27A4	Ichthyosis prematurity syndrome
SLC40A1	Hemochromatosis, type 4
TBX19	ACTH Deficiency, Isolated
TRPS1	Giedion syndrome
TTN	Distal myopathy Markesbery-Griggs type
ALOX12B	Ichthyosiform erythroderma, Brocq congenital, nonbullous form
AMELX	Amelogenesis imperfecta, hypoplastic/hypomaturation, X-linked 1
AP3B1	Hermansky Pudlak syndrome 2
C1QTNF5	Late-Onset Retinal Degeneration
CASQ2	Ventricular Tachycardia, Catecholaminergic Polymorphic, 2
CDH23	Deafness, Autosomal Recessive 12
COCH	Deafness, Autosomal Dominant 9
COL1A2	Osteogenesis imperfecta, type 3
COL5A1	Ehlers-Danlos syndrome type 2
COMP	Epiphyseal dysplasia, multiple, 1
ERCC4	Xeroderma Pigmentosum, Complementation Group F
FIG4	Charcot-Marie-Tooth Disease, Type 4j
GARS	Charcot-Marie-Tooth disease, Type 2D
HOXD13	Synpolydactyly 1
POLH	Xeroderma pigmentosum, variant type
PRPF31	Retinitis Pigmentosa 11
RP1	Retinitis pigmentosa 1
SPAST	Spastic paraplegia 4, autosomal dominant
ALOX12B	Ichthyosiform erythroderma, Brocq congenital, nonbullous form
AMELX	Amelogenesis imperfecta, hypoplastic/hypomaturation, X-linked 1
AP3B1	Hermansky Pudlak syndrome 2
C1QTNF5	Late-Onset Retinal Degeneration
CASQ2	Ventricular Tachycardia, Catecholaminergic Polymorphic, 2
CDH23	Deafness, Autosomal Recessive 12
COCH	Deafness, Autosomal Dominant 9
COL1A2	Osteogenesis imperfecta, type 3
COL5A1	Ehlers-Danlos syndrome type 2
COMP	Epiphyseal dysplasia, multiple, 1
ERCC4	Xeroderma Pigmentosum, Complementation Group F
FIG4	Charcot-Marie-Tooth Disease, Type 4j
GARS	Charcot-Marie-Tooth disease, Type 2D
HOXD13	Synpolydactyly 1
POLH	Xeroderma pigmentosum, variant type
PRPF31	Retinitis Pigmentosa 11
RP1	Retinitis pigmentosa 1
SPAST	Spastic paraplegia 4, autosomal dominant
ACOX1	Peroxisomal ACYL-COA oxidase deficiency
ALPL	Hypophosphatasia, Adult
COL11A1	Stickler syndrome, type 2
CRYGD	Cataract, Crystalline Aculeiform
DDB2	Xeroderma Pigmentosum, Complementation Group E
DSPP	Dentinogenesis imperfecta, shields type 3
EPCAM	Diarrhea 5, With Tufting Enteropathy, Congenital
FKRP	Muscular Dystrophy, Limb-Girdle, Type 2I
FLNA	Oto-Palato-digital syndrome type 1
FZD4	Exudative vitreoretinopathy 1
GAMT	Guanidinoacetate methyltransferase deficiency
INVS	Nephronophthisis 2
KERA	Cornea Plana 2
MCPH1	Microcephaly, Primary Autosomal Recessive, 1
PDX1	Maturity-Onset Diabetes of the Young, Type 4
PLP1	Spastic paraplegia 2, X-linked
RPE65	Amaurosis congenita of Leber, type 2
SGCD	Limb-girdle muscular dystrophy type 2F
SH3PXD2B	Ter Haar syndrome
WNT7A	Fuhrmann syndrome
ACOX1	Peroxisomal ACYL-COA oxidase deficiency
ALPL	Hypophosphatasia, Adult
COL11A1	Stickler syndrome, type 2
CRYGD	Cataract, Crystalline Aculeiform
DDB2	Xeroderma Pigmentosum, Complementation Group E
DSPP	Dentinogenesis imperfecta, shields type 3
EPCAM	Diarrhea 5, With Tufting Enteropathy, Congenital
FKRP	Muscular Dystrophy, Limb-Girdle, Type 2I
FLNA	Oto-Palato-digital syndrome type 1
FZD4	Exudative vitreoretinopathy 1
GAMT	Guanidinoacetate methyltransferase deficiency
INVS	Nephronophthisis 2
KERA	Cornea Plana 2
MCPH1	Microcephaly, Primary Autosomal Recessive, 1
PDX1	Maturity-Onset Diabetes of the Young, Type 4
PLP1	Spastic paraplegia 2, X-linked
RPE65	Amaurosis congenita of Leber, type 2
SGCD	Limb-girdle muscular dystrophy type 2F
SH3PXD2B	Ter Haar syndrome
WNT7A	Fuhrmann syndrome
ACVRL1	Osler-rendu-weber syndrome 2
AGPAT2	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1
AIPL1	Leber Congenital Amaurosis 4
BSND	Bartter Syndrome, Type 4A
CAV3	Muscular Dystrophy, Limb-Girdle, Type 1C
CLCN5	Dent disease 1
CRB1	Retinitis Pigmentosa 12
CSF3R	Neutrophilia, Hereditary
FOXE1	Bamforth syndrome
GM2A	Tay-Sachs Disease, AB Variant
GNPTAB	Mucolipidosis II Alpha Beta
GPR98	Usher syndrome, type 2C
HYAL1	Hyaluronidase Deficiency
IGHMBP2	Spinal muscular atrophy with respiratory distress 1
LRP2	Donnai-Barrow syndrome
MYO6	Deafness, Autosomal Dominant 22
MYO7A	Deafness, Autosomal Recessive 2
NDP	Exudative Vitreoretinopathy, Familial, X-Linked Recessive
NPHS2	Nephrotic syndrome, idiopathic, steroid-resistant
POU3F4	Progressive hearing loss stapes fixation
PPT1	Ceroid Lipofuscinosis, Neuronal, 1
PRPF3	Retinitis Pigmentosa 18
SC5D	Lathosterolosis
SCN1B	Generalized Epilepsy With Febrile Seizures Plus, Type 1
SGCB	Limb-girdle muscular dystrophy, type 2E
SIX3	Holoprosencephaly 2
SOX18	Hypotrichosis-Lymphedema-Telangiectasia Syndrome
SPR	Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency
TMC1	Deafness, Autosomal Dominant 36
ACVRL1	Osler-rendu-weber syndrome 2
AGPAT2	LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1
AIPL1	Leber Congenital Amaurosis 4
BSND	Bartter Syndrome, Type 4A
CAV3	Muscular Dystrophy, Limb-Girdle, Type 1C
CLCN5	Dent disease 1
CRB1	Retinitis Pigmentosa 12
CSF3R	Neutrophilia, Hereditary
FOXE1	Bamforth syndrome
GM2A	Tay-Sachs Disease, AB Variant
GNPTAB	Mucolipidosis II Alpha Beta
GPR98	Usher syndrome, type 2C
HYAL1	Hyaluronidase Deficiency
IGHMBP2	Spinal muscular atrophy with respiratory distress 1
LRP2	Donnai-Barrow syndrome
MYO6	Deafness, Autosomal Dominant 22
MYO7A	Deafness, Autosomal Recessive 2
NDP	Exudative Vitreoretinopathy, Familial, X-Linked Recessive
NPHS2	Nephrotic syndrome, idiopathic, steroid-resistant
POU3F4	Progressive hearing loss stapes fixation
PPT1	Ceroid Lipofuscinosis, Neuronal, 1
PRPF3	Retinitis Pigmentosa 18
SC5D	Lathosterolosis
SCN1B	Generalized Epilepsy With Febrile Seizures Plus, Type 1
SGCB	Limb-girdle muscular dystrophy, type 2E
SIX3	Holoprosencephaly 2
SOX18	Hypotrichosis-Lymphedema-Telangiectasia Syndrome
SPR	Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency
TMC1	Deafness, Autosomal Dominant 36
AGPS	Rhizomelic chondrodysplasia punctata, type 3
AKT2	Diabetes Mellitus, Type 2
ARX	Epileptic Encephalopathy, Early Infantile, 1
CLN5	Ceroid lipofuscinosis, neuronal 5
COL11A2	Deafness, Autosomal Dominant 13
COL2A1	Platyspondylic Lethal Skeletal Dysplasia, Torrance Type
COL8A2	Corneal dystrophy, Fuchs' endothelial, 1
DBH	Dopamine beta hydroxylase deficiency
DYNC2H1	Short rib-polydactyly syndrome, Verma-Naumoff type
FANCD2	FANCONI ANEMIA, COMPLEMENTATION GROUP D2
FGD4	Charcot-Marie-Tooth Disease, Type 4H
FOXE3	Anterior segment mesenchymal dysgenesis
GJC2	Leukodystrophy, Hypomyelinating, 2
GNPAT	Rhizomelic chondrodysplasia punctata, type 2
GUCA1A	Cone Dystrophy 3
GYS2	Glycogen Storage Disease 0, Liver
HSF4	Cataract, zonular
MATN3	Epiphyseal dysplasia, multiple, 5
MGAT2	Congenital disorder of glycosylation type 2A
MLH1	Lynch Syndrome II
MSX1	TOOTH AGENESIS, SELECTIVE, 1
NYX	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1A
OTOF	Deafness, Autosomal Recessive 9
PAPSS2	Spondyloepimetaphyseal Dysplasia, Pakistani Type
PARK7	Parkinson Disease 7, Autosomal Recessive Early-Onset
PINK1	Parkinson Disease 6, Autosomal Recessive Early-Onset
PKD2	Polycystic kidney disease, type 2
PLG	Plasminogen Deficiency, Type I
PRPF8	Retinitis Pigmentosa 13
PSAP	Metachromatic Leukodystrophy due to Saposin B Deficiency
PTS	6-pyruvoyl-tetrahydropterin synthase deficiency
SCN4A	Hypokalemic Periodic Paralysis, Type 2
SCN5A	Hereditary bundle branch system defect
SERPINI1	Familial encephalopathy with neuroserpin inclusion bodies
SLC25A19	Amish lethal microcephaly
SLC45A2	Oculocutaneous Albinism, Type IV
TULP1	Retinitis Pigmentosa 14
AGPS	Rhizomelic chondrodysplasia punctata, type 3
AKT2	Diabetes Mellitus, Type 2
ARX	Epileptic Encephalopathy, Early Infantile, 1
CLN5	Ceroid lipofuscinosis, neuronal 5
COL11A2	Deafness, Autosomal Dominant 13
COL2A1	Platyspondylic Lethal Skeletal Dysplasia, Torrance Type
COL8A2	Corneal dystrophy, Fuchs' endothelial, 1
DBH	Dopamine beta hydroxylase deficiency
DYNC2H1	Short rib-polydactyly syndrome, Verma-Naumoff type
FANCD2	FANCONI ANEMIA, COMPLEMENTATION GROUP D2
FGD4	Charcot-Marie-Tooth Disease, Type 4H
FOXE3	Anterior segment mesenchymal dysgenesis
GJC2	Leukodystrophy, Hypomyelinating, 2
GNPAT	Rhizomelic chondrodysplasia punctata, type 2
GUCA1A	Cone Dystrophy 3
GYS2	Glycogen Storage Disease 0, Liver
HSF4	Cataract, zonular
MATN3	Epiphyseal dysplasia, multiple, 5
MGAT2	Congenital disorder of glycosylation type 2A
MLH1	Lynch Syndrome II
MSX1	TOOTH AGENESIS, SELECTIVE, 1
NYX	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1A
OTOF	Deafness, Autosomal Recessive 9
PAPSS2	Spondyloepimetaphyseal Dysplasia, Pakistani Type
PARK7	Parkinson Disease 7, Autosomal Recessive Early-Onset
PINK1	Parkinson Disease 6, Autosomal Recessive Early-Onset
PKD2	Polycystic kidney disease, type 2
PLG	Plasminogen Deficiency, Type I
PRPF8	Retinitis Pigmentosa 13
PSAP	Metachromatic Leukodystrophy due to Saposin B Deficiency
PTS	6-pyruvoyl-tetrahydropterin synthase deficiency
SCN4A	Hypokalemic Periodic Paralysis, Type 2
SCN5A	Hereditary bundle branch system defect
SERPINI1	Familial encephalopathy with neuroserpin inclusion bodies
SLC25A19	Amish lethal microcephaly
SLC45A2	Oculocutaneous Albinism, Type IV
TULP1	Retinitis Pigmentosa 14
ABCA12	Harlequin type ichthyosis
ABCA3	Surfactant Metabolism Dysfunction, Pulmonary, 3
ABCA4	Cone-Rod Dystrophy 3
ABCC8	Diabetes Mellitus, Transient Neonatal, 2
ABCG5	Sitosterolemia
ABCG8	Sitosterolemia
ACTA1	Nemaline myopathy 3
AGRN	Congenital myasthenic syndrome ib
AHI1	Joubert syndrome 3
ANK1	Spherocytosis, Type 1
ATCAY	Cerebellar Ataxia, Cayman Type
BRCA1	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1
BRCA2	Fanconi Anemia, Complementation Group D1
CCM2	Cerebral Cavernous Malformations 2
CEP290	Joubert syndrome 5
CHRNE	Myasthenic syndrome, congenital, type Id
CLCN7	Osteopetrosis, Autosomal Recessive 4
CLN6	Ceroid Lipofuscinosis, Neuronal, 6
COL17A1	Epidermolysis Bullosa, Junctional, Non-Herlitz Type
COL2A1	Stickler Syndrome, Type I, Nonsyndromic Ocular
CRYAB	Alpha-B Crystallinopathy
CSRP3	Cardiomyopathy, Dilated, 1M
CSRP3	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12
CTSD	Ceroid Lipofuscinosis, Neuronal, 10
CYP1B1	Glaucoma 3, Primary Congenital, A
DES	Cardiomyopathy, Dilated, 1i
DFNB59	Deafness, Autosomal Recessive 59
DNAH11	Ciliary Dyskinesia, Primary, 7
DNAH5	Primary ciliary dyskinesia, 3
DNMT3B	Immunodeficiency syndrome, variable
DUOX2	Thyroid Dyshormonogenesis 6
DYNC2H1	Asphyxiating Thoracic Dystrophy 3
EDN3	Waardenburg Syndrome, Type 4b
ERCC2	TRICHOTHIODYSTROPHY, PHOTOSENSITIVE
EXT2	EXOSTOSES, MULTIPLE, TYPE II
EYA1	Branchiootorenal syndrome 1
FA2H	SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 5
FKTN	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4
GATA4	Atrial septal defect 2
GFI1	Neutropenia, Severe Congenital, Autosomal Dominant 2
GJA8	Cataract, Zonular Pulverulent 1
GJB2	Deafness, Autosomal Recessive 1A
GNMT	Glycine N-Methyltransferase Deficiency
GPI	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY
HFE2	Hemochromatosis, Type 2A
HK1	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY
HSD17B4	Bifunctional peroxisomal enzyme deficiency
HTRA2	PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO
IFT80	Asphyxiating Thoracic Dystrophy 2
ITGB4	Epidermolysis Bullosa, Junctional, Non-Herlitz Type
JUP	Arrhythmogenic Right Ventricular Dysplasia, Familial, 12
KCNH2	Short QT Syndrome 1
KCNJ1	Bartter syndrome, antenatal , type 2
KCNQ2	SEIZURES, BENIGN FAMILIAL NEONATAL, 1
KIF1B	Charcot-Marie-Tooth Disease, Axonal, Type 2a1
KRT14	Epidermolysis Bullosa Simplex, Autosomal Recessive
KRT16	Palmoplantar Keratoderma, Nonepidermolytic, Focal
LAMB3	Epidermolysis Bullosa, Junctional, Non-Herlitz Type
LARGE	Muscular Dystrophy, Congenital, Type 1D
LARGE	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 6
LHX3	Winkelman Bethge Pfeiffer syndrome
LMNA	Muscular Dystrophy, Congenital, Lmna-Related
LMNA	Charcot-Marie-Tooth disease, Type 2B1
LRP4	Syndactyly Cenani Lenz type
LRP5	Exudative Vitreoretinopathy 4
LRTOMT	Deafness, Autosomal Recessive 63
MAF	Cataract, Pulverulent, Juvenile-Onset
MSX1	Orofacial Cleft 5
MUSK	Myasthenic syndrome, congenital, type Id
MUT	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency
MYBPC3	Cardiomyopathy, Familial Hypertrophic, 4
MYH6	Cardiomyopathy, Familial Hypertrophic, 14
MYO15A	Deafness, Autosomal Recessive 3
MYO6	Deafness, Autosomal Recessive 37
NCF1	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I
NLGN3	AUTISM, SUSCEPTIBILITY TO, X-LINKED 1
NPR2	Acromesomelic dysplasia, Maroteaux type
PARK2	Parkinson disease, juvenile, autosomal recessive
PAX8	Hypothyroidism, Congenital, Nongoitrous, 2
PAX9	Tooth Agenesis, Selective, 3
PDE6B	Night Blindness, Congenital Stationary, Autosomal Dominant 2
PHKA1	Glycogen Storage Disease, Type IXD
PLEC	Epidermolysis bullosa simplex, Ogna type
PRF1	Hemophagocytic lymphohistiocytosis, familial, 2
PROP1	Pituitary Hormone Deficiency, Combined, 2
PRPH2	Retinitis Pigmentosa 7
PSEN2	Alzheimer disease type 4
RAF1	Noonan Syndrome 5
RHO	Retinitis Pigmentosa 4
RLBP1	Bothnia Retinal Dystrophy
RYR2	Arrhythmogenic Right Ventricular Dysplasia, Familial, 2
SCN3B	Brugada Syndrome 7
SGCD	Cardiomyopathy, Dilated, 1l
SHH	Holoprosencephaly 3
SLC12A1	Bartter syndrome, antenatal type 1
SLC17A8	Deafness, Autosomal Dominant 25
SLC35C1	Congenital disorder of glycosylation, type 2C
SLC4A1	Spherocytosis, Type 4
SNCA	PARKINSON DISEASE 1, AUTOSOMAL DOMINANT
SOS1	Noonan Syndrome 4
SPG7	Spastic Paraplegia 7, Autosomal Recessive
TCIRG1	Osteopetrosis, Autosomal Recessive 1
TECTA	Deafness, Autosomal Dominant 12
TF	Congenital atransferrinemia
TG	Thyroid Dyshormonogenesis 3
THRB	Thyroid Hormone Resistance, Generalized, Autosomal Dominant
TK2	MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE)
TMC1	Deafness, Autosomal Recessive 7
TNNT2	Cardiomyopathy, Dilated, 1D
TP63	Ectrodactyly, Ectodermal Dysplasia, and Cleft Lip/Palate Syndrome 3
TSPAN12	Exudative Vitreoretinopathy 5
TTN	Cardiomyopathy, Dilated, 1g
TUBB3	Fibrosis Of Extraocular Muscles, Congenital, 3A, with or without Extraocular Involvement
USH1G	Usher Syndrome, Type IG
VANGL2	Neural Tube Defects
VDR	Vitamin D-Dependent Rickets, Type 2A
VHL	Erythrocytosis, Familial, 2
ZIC2	Holoprosencephaly 5
ZIC3	Heterotaxy, visceral, X-linked
ABCA12	Harlequin type ichthyosis
ABCA3	Surfactant Metabolism Dysfunction, Pulmonary, 3
ABCA4	Cone-Rod Dystrophy 3
ABCC8	Diabetes Mellitus, Transient Neonatal, 2
ABCG5	Sitosterolemia
ABCG8	Sitosterolemia
ACTA1	Nemaline myopathy 3
AGRN	Congenital myasthenic syndrome ib
AHI1	Joubert syndrome 3
ANK1	Spherocytosis, Type 1
ATCAY	Cerebellar Ataxia, Cayman Type
BRCA1	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1
BRCA2	Fanconi Anemia, Complementation Group D1
CCM2	Cerebral Cavernous Malformations 2
CEP290	Joubert syndrome 5
CHRNE	Myasthenic syndrome, congenital, type Id
CLCN7	Osteopetrosis, Autosomal Recessive 4
CLN6	Ceroid Lipofuscinosis, Neuronal, 6
COL17A1	Epidermolysis Bullosa, Junctional, Non-Herlitz Type
COL2A1	Stickler Syndrome, Type I, Nonsyndromic Ocular
CRYAB	Alpha-B Crystallinopathy
CSRP3	Cardiomyopathy, Dilated, 1M
CSRP3	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12
CTSD	Ceroid Lipofuscinosis, Neuronal, 10
CYP1B1	Glaucoma 3, Primary Congenital, A
DES	Cardiomyopathy, Dilated, 1i
DFNB59	Deafness, Autosomal Recessive 59
DNAH11	Ciliary Dyskinesia, Primary, 7
DNAH5	Primary ciliary dyskinesia, 3
DNMT3B	Immunodeficiency syndrome, variable
DUOX2	Thyroid Dyshormonogenesis 6
DYNC2H1	Asphyxiating Thoracic Dystrophy 3
EDN3	Waardenburg Syndrome, Type 4b
ERCC2	TRICHOTHIODYSTROPHY, PHOTOSENSITIVE
EXT2	EXOSTOSES, MULTIPLE, TYPE II
EYA1	Branchiootorenal syndrome 1
FA2H	SPASTIC PARAPLEGIA 35, AUTOSOMAL RECESSIVE
FKRP	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 5
FKTN	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITHOUT MENTAL RETARDATION), TYPE B, 4
GATA4	Atrial septal defect 2
GFI1	Neutropenia, Severe Congenital, Autosomal Dominant 2
GJA8	Cataract, Zonular Pulverulent 1
GJB2	Deafness, Autosomal Recessive 1A
GNMT	Glycine N-Methyltransferase Deficiency
GPI	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY
HFE2	Hemochromatosis, Type 2A
HK1	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY
HSD17B4	Bifunctional peroxisomal enzyme deficiency
HTRA2	PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO
IFT80	Asphyxiating Thoracic Dystrophy 2
ITGB4	Epidermolysis Bullosa, Junctional, Non-Herlitz Type
JUP	Arrhythmogenic Right Ventricular Dysplasia, Familial, 12
KCNH2	Short QT Syndrome 1
KCNJ1	Bartter syndrome, antenatal , type 2
KCNQ2	SEIZURES, BENIGN FAMILIAL NEONATAL, 1
KIF1B	Charcot-Marie-Tooth Disease, Axonal, Type 2a1
KRT14	Epidermolysis Bullosa Simplex, Autosomal Recessive
KRT16	Palmoplantar Keratoderma, Nonepidermolytic, Focal
LAMB3	Epidermolysis Bullosa, Junctional, Non-Herlitz Type
LARGE	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 6
LARGE	Muscular Dystrophy, Congenital, Type 1D
LHX3	Winkelman Bethge Pfeiffer syndrome
LMNA	Charcot-Marie-Tooth disease, Type 2B1
LMNA	Muscular Dystrophy, Congenital, Lmna-Related
LRP4	Syndactyly Cenani Lenz type
LRP5	Exudative Vitreoretinopathy 4
LRTOMT	Deafness, Autosomal Recessive 63
MAF	Cataract, Pulverulent, Juvenile-Onset
MSX1	Orofacial Cleft 5
MUSK	Myasthenic syndrome, congenital, type Id
MUT	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency
MYBPC3	Cardiomyopathy, Familial Hypertrophic, 4
MYH6	Cardiomyopathy, Familial Hypertrophic, 14
MYO15A	Deafness, Autosomal Recessive 3
MYO6	Deafness, Autosomal Recessive 37
NCF1	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I
NLGN3	AUTISM, SUSCEPTIBILITY TO, X-LINKED 1
NPR2	Acromesomelic dysplasia, Maroteaux type
PARK2	Parkinson disease, juvenile, autosomal recessive
PARK2	Parkinson disease, juvenile, autosomal recessive
PAX8	Hypothyroidism, Congenital, Nongoitrous, 2
PAX9	Tooth Agenesis, Selective, 3
PDE6B	Night Blindness, Congenital Stationary, Autosomal Dominant 2
PHKA1	Glycogen Storage Disease, Type IXD
PLEC	Epidermolysis bullosa simplex, Ogna type
PRF1	Hemophagocytic lymphohistiocytosis, familial, 2
PROP1	Pituitary Hormone Deficiency, Combined, 2
PRPH2	Retinitis Pigmentosa 7
PSEN2	Alzheimer disease type 4
RAF1	Noonan Syndrome 5
RHO	Retinitis Pigmentosa 4
RLBP1	Bothnia Retinal Dystrophy
RYR2	Arrhythmogenic Right Ventricular Dysplasia, Familial, 2
SCN3B	Brugada Syndrome 7
SGCD	Cardiomyopathy, Dilated, 1l
SHH	Holoprosencephaly 3
SLC12A1	Bartter syndrome, antenatal type 1
SLC17A8	Deafness, Autosomal Dominant 25
SLC35C1	Congenital disorder of glycosylation, type 2C
SLC4A1	Spherocytosis, Type 4
SNCA	PARKINSON DISEASE 1, AUTOSOMAL DOMINANT
SOS1	Noonan Syndrome 4
SPG7	Spastic Paraplegia 7, Autosomal Recessive
TCIRG1	Osteopetrosis, Autosomal Recessive 1
TECTA	Deafness, Autosomal Dominant 12
TF	Congenital atransferrinemia
TG	Thyroid Dyshormonogenesis 3
THRB	Thyroid Hormone Resistance, Generalized, Autosomal Dominant
TK2	MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE)
TMC1	Deafness, Autosomal Recessive 7
TNNT2	Cardiomyopathy, Dilated, 1D
TP63	Ectrodactyly, Ectodermal Dysplasia, and Cleft Lip/Palate Syndrome 3
TSPAN12	Exudative Vitreoretinopathy 5
TTN	Cardiomyopathy, Dilated, 1g
TUBB3	Fibrosis Of Extraocular Muscles, Congenital, 3A, with or without Extraocular Involvement
USH1G	Usher Syndrome, Type IG
VANGL2	Neural Tube Defects
VDR	Vitamin D-Dependent Rickets, Type 2A
VHL	Erythrocytosis, Familial, 2
ZIC2	Holoprosencephaly 5
ZIC3	Heterotaxy, visceral, X-linked
RET	Multiple Endocrine Neoplasia Type 2a
RET	Multiple Endocrine Neoplasia Type 2a
HTT	Huntington Disease
WT1	Wilms Tumor
WT1	Wilms Tumor
HNF1B	Diabetes Mellitus, Type 2
HNF1B	Diabetes Mellitus, Type 2
HNF1B	Diabetes Mellitus, Type 2
MAPT	Frontotemporal Dementia
MAPT	Frontotemporal Dementia
CYP21A2	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency
CYP21A2	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency
UGT1A1	Gilbert Disease
UGT1A1	Gilbert Disease
SDHD	Paraganglioma
SDHD	Paraganglioma
MAPT	Supranuclear Palsy, Progressive
MAPT	Supranuclear Palsy, Progressive
UCP3	Obesity
UCP3	Obesity
PRRT2	Familial paroxysmal dystonia
SOD1	Amyotrophic lateral sclerosis 1
TTR	Amyloidosis, Hereditary, Transthyretin-Related
PRRT2	Familial paroxysmal dystonia
SOD1	Amyotrophic lateral sclerosis 1
TTR	Amyloidosis, Hereditary, Transthyretin-Related
SDHB	Pheochromocytoma
SDHB	Pheochromocytoma
RET	Familial medullary thyroid carcinoma
RET	Familial medullary thyroid carcinoma
ATP2C1	Pemphigus, Benign Familial
ATP2C1	Pemphigus, Benign Familial
NF2	Neurofibromatosis 2
NF2	Neurofibromatosis 2
ITGB3	Thrombasthenia
ITGB3	Thrombasthenia
PYGM	Glycogen Storage Disease Type V
PYGM	Glycogen Storage Disease Type V
PRNP	Gerstmann-Straussler-Scheinker Disease
PRNP	Gerstmann-Straussler-Scheinker Disease
MAPT	Pick Disease of the Brain
MAPT	Pick Disease of the Brain
CFTR	Congenital bilateral aplasia of vas deferens
CFTR	Congenital bilateral aplasia of vas deferens
LEP	Obesity
VHL	Pheochromocytoma
VHL	Pheochromocytoma
GCK	Diabetes Mellitus, Type 2
